Code postal,Localité,Sous-commune,Commune principale,Province
8433,Sint-Pieters-Kapelle,Oui,MIDDELKERKE,FLANDRE-OCCIDENTALE
1600,Sint-Pieters-Leeuw,Non,SINT-PIETERS-LEEUW,BRABANT FLAMAND
3220,Sint-Pieters-Rode,Oui,HOLSBEEK,BRABANT FLAMAND
8690,Sint-Rijkers,Oui,ALVERINGEM,FLANDRE-OCCIDENTALE
1932,Sint-Stevens-Woluwe,Oui,ZAVENTEM,BRABANT FLAMAND
3800,Sint-Truiden,Non,SINT-TRUIDEN,LIMBOURG
1700,Sint-Ulriks-Kapelle,Oui,DILBEEK,BRABANT FLAMAND
4851,Sippenaeken,Oui,PLOMBIÈRES,LIEGE
7332,Sirault,Oui,SAINT-GHISLAIN,HAINAUT
6470,Sivry,Oui,SIVRY-RANCE,HAINAUT
9940,Sleidinge,Oui,EVERGEM,FLANDRE-ORIENTALE
8433,Slijpe,Oui,MIDDELKERKE,FLANDRE-OCCIDENTALE
4450,Slins,Oui,JUPRELLE,LIEGE
3700,Sluizen,Oui,TONGEREN,LIMBOURG
9506,Smeerebbe-Vloerzegem,Oui,GERAARDSBERGEN,FLANDRE-ORIENTALE
9340,Smetlede,Oui,LEDE,FLANDRE-ORIENTALE
6890,Smuid,Oui,LIBIN,LUXEMBOURG
8470,Snaaskerke,Oui,GISTEL,FLANDRE-OCCIDENTALE
8490,Snellegem,Oui,JABBEKE,FLANDRE-OCCIDENTALE
4557,Soheit-Tinlot,Oui,TINLOT,LIEGE
6920,Sohier,Oui,WELLIN,LUXEMBOURG
7060,Soignies,Non,SOIGNIES,HAINAUT
4861,Soiron,Oui,PEPINSTER,LIEGE
6500,Solre-Saint-Géry,Oui,BEAUMONT,HAINAUT
6560,Solre-Sur-Sambre,Oui,ERQUELINNES,HAINAUT
5140,Sombreffe,Non,SOMBREFFE,NAMUR
5377,Somme-Leuze,Non,SOMME-LEUZE,NAMUR
6769,Sommethonne,Oui,MEIX-DEVANT-VIRTON,LUXEMBOURG
5523,Sommière,Oui,ONHAYE,NAMUR
5651,Somzée,Oui,WALCOURT,NAMUR
5340,Sorée,Oui,GESVES,NAMUR
5333,Sorinne-La-Longue,Oui,ASSESSE,NAMUR
5503,Sorinnes,Oui,DINANT,NAMUR
5537,Sosoye,Oui,ANHÉE,NAMUR
4920,Sougné-Remouchamps,Oui,AYWAILLE,LIEGE
5680,Soulme,Oui,DOISCHE,NAMUR
4630,Soumagne,Non,SOUMAGNE,LIEGE
5630,Soumoy,Oui,CERFONTAINE,NAMUR
4950,Sourbrodt,Oui,WAIMES,LIEGE
6182,Souvret,Oui,COURCELLES,HAINAUT
5590,Sovet,Oui,CINEY,NAMUR
6997,Soy,Oui,EREZÉE,LUXEMBOURG
5150,Soye,Oui,FLOREFFE,NAMUR
4900,Spa,Non,SPA,LIEGE
3510,Spalbeek,Oui,HASSELT,LIMBOURG
1212,SPF Mobilité,,SPF Mobilité,
7032,Spiennes,Oui,MONS,HAINAUT
5530,Spontin,Oui,YVOIR,NAMUR
4140,Sprimont,Non,SPRIMONT,LIEGE
5190,Spy,Oui,JEMEPPE-SUR-SAMBRE,NAMUR
2940,Stabroek,Non,STABROEK,ANVERS
8840,Staden,Non,STADEN,FLANDRE-OCCIDENTALE
8490,Stalhille,Oui,JABBEKE,FLANDRE-OCCIDENTALE
7973,Stambruges,Oui,BELOEIL,HAINAUT
5646,Stave,Oui,METTET,NAMUR
8691,Stavele,Oui,ALVERINGEM,FLANDRE-OCCIDENTALE
4970,Stavelot,Non,STAVELOT,LIEGE
9140,Steendorp,Oui,TEMSE,FLANDRE-ORIENTALE
1840,Steenhuffel,Oui,LONDERZEEL,BRABANT FLAMAND
9550,Steenhuize-Wijnhuize,Oui,HERZELE,FLANDRE-ORIENTALE
8630,Steenkerke,Oui,VEURNE,FLANDRE-OCCIDENTALE
7090,Steenkerque,Oui,BRAINE-LE-COMTE,HAINAUT
1820,Steenokkerzeel,Non,STEENOKKERZEEL,BRABANT FLAMAND
9190,Stekene,Non,STEKENE,FLANDRE-ORIENTALE
4801,Stembert,Oui,VERVIERS,LIEGE
8400,Stene,Oui,OOSTENDE,FLANDRE-OCCIDENTALE
1933,Sterrebeek,Oui,ZAVENTEM,BRABANT FLAMAND
3512,Stevoort,Oui,HASSELT,LIMBOURG
3650,Stokkem,Oui,DILSEN-STOKKEM,LIMBOURG
3511,Stokrooie,Oui,HASSELT,LIMBOURG
4987,Stoumont,Non,STOUMONT,LIEGE
6887,Straimont,Oui,HERBEUMONT,LUXEMBOURG
6511,Strée,Oui,BEAUMONT,HAINAUT
4577,Strée-Lez-Huy,Oui,MODAVE,LIEGE
7110,Strépy-Bracquegnies,Oui,LA LOUVIÈRE,HAINAUT
9620,Strijpen,Oui,ZOTTEGEM,FLANDRE-ORIENTALE
1760,Strijtem,Oui,ROOSDAAL,BRABANT FLAMAND
1853,Strombeek-Bever,Oui,GRIMBERGEN,BRABANT FLAMAND
8600,Stuivekenskerke,Oui,DIKSMUIDE,FLANDRE-OCCIDENTALE
5020,Suarlée,Oui,NAMUR,NAMUR
5550,Sugny,Oui,VRESSE-SUR-SEMOIS,NAMUR
5600,Surice,Oui,PHILIPPEVILLE,NAMUR
6812,Suxy,Oui,CHINY,LUXEMBOURG
6661,Tailles,Oui,HOUFFALIZE,LUXEMBOURG
7618,Taintignies,Oui,RUMES,HAINAUT
5060,Tamines,Oui,SAMBREVILLE,NAMUR
5651,Tarcienne,Oui,WALCOURT,NAMUR
4163,Tavier,Oui,ANTHISNES,LIEGE
5310,Taviers,Oui,EGHEZÉE,NAMUR
6662,Tavigny,Oui,HOUFFALIZE,LUXEMBOURG
6927,Tellin,Non,TELLIN,LUXEMBOURG
7520,Templeuve,Oui,TOURNAI,HAINAUT
5020,Temploux,Oui,NAMUR,NAMUR
9140,Temse,Non,TEMSE,FLANDRE-ORIENTALE
6970,Tenneville,Non,TENNEVILLE,LUXEMBOURG
1790,Teralfene,Oui,AFFLIGEM,BRABANT FLAMAND
2840,Terhagen,Oui,RUMST,ANVERS
6813,Termes,Oui,CHINY,LUXEMBOURG
1740,Ternat,Non,TERNAT,BRABANT FLAMAND
7333,Tertre,Oui,SAINT-GHISLAIN,HAINAUT
3080,Tervuren,Non,TERVUREN,BRABANT FLAMAND
4560,Terwagne,Oui,CLAVIER,LIEGE
3980,Tessenderlo,Non,TESSENDERLO,LIMBOURG
3272,Testelt,Oui,SCHERPENHEUVEL-ZICHEM,BRABANT FLAMAND
3793,Teuven,Oui,FOURONS,LIMBOURG
4910,Theux,Non,THEUX,LIEGE
6717,Thiaumont,Oui,ATTERT,LUXEMBOURG
7070,Thieu,Oui,LE ROEULX,HAINAUT
7901,Thieulain,Oui,LEUZE-EN-HAINAUT,HAINAUT
7061,Thieusies,Oui,SOIGNIES,HAINAUT
6230,Thiméon,Oui,PONT-À-CELLES,HAINAUT
4890,Thimister,Oui,THIMISTER-CLERMONT,LIEGE
7533,Thimougies,Oui,TOURNAI,HAINAUT
1402,Thines,Oui,NIVELLES,BRABANT WALLON
6500,Thirimont,Oui,BEAUMONT,HAINAUT
4280,Thisnes,Oui,HANNUT,LIEGE
4791,Thommen,Oui,BURG-REULAND,LIEGE
5300,Thon,Oui,ANDENNE,NAMUR
1360,Thorembais-Les-Béguines,Oui,PERWEZ,BRABANT WALLON
1360,Thorembais-Saint-Trond,Oui,PERWEZ,BRABANT WALLON
7830,Thoricourt,Oui,SILLY,HAINAUT
6536,Thuillies,Oui,THUIN,HAINAUT
6530,Thuin,Non,THUIN,HAINAUT
7350,Thulin,Oui,HENSIES,HAINAUT
7971,Thumaide,Oui,BELOEIL,HAINAUT
5621,Thy-Le-Baudouin,Oui,FLORENNES,NAMUR
5651,Thy-Le-Château,Oui,WALCOURT,NAMUR
5502,Thynes,Oui,DINANT,NAMUR
4367,Thys,Oui,CRISNÉE,LIEGE
8573,Tiegem,Oui,ANZEGEM,FLANDRE-OCCIDENTALE
2460,Tielen,Oui,KASTERLEE,ANVERS
9140,Tielrode,Oui,TEMSE,FLANDRE-ORIENTALE
3390,Tielt,Oui,TIELT-WINGE,BRABANT FLAMAND
8700,Tielt,Non,TIELT,FLANDRE-OCCIDENTALE
3300,Tienen,Non,TIENEN,BRABANT FLAMAND
4630,Tignée,Oui,SOUMAGNE,LIEGE
4500,Tihange,Oui,HUY,LIEGE
3150,Tildonk,Oui,HAACHT,BRABANT FLAMAND
4130,Tilff,Oui,ESNEUX,LIEGE
6680,Tillet,Oui,SAINTE-ODE,LUXEMBOURG
4420,Tilleur,Oui,SAINT-NICOLAS,LIEGE
5380,Tillier,Oui,FERNELMONT,NAMUR
1495,Tilly,Oui,VILLERS-LA-VILLE,BRABANT WALLON
4557,Tinlot,Non,TINLOT,LIEGE
6637,Tintange,Oui,FAUVILLERS,LUXEMBOURG
6730,Tintigny,Non,TINTIGNY,LUXEMBOURG
2830,Tisselt,Oui,WILLEBROEK,ANVERS
6700,Toernich,Oui,ARLON,LUXEMBOURG
6941,Tohogne,Oui,DURBUY,LUXEMBOURG
1570,Tollembeek,Oui,GALMAARDEN,BRABANT FLAMAND
3700,Tongeren,Non,TONGEREN,LIMBOURG
2260,Tongerlo,Oui,WESTERLO,ANVERS
3960,Tongerlo,Oui,BREE,LIMBOURG
7951,Tongre-Notre-Dame,Oui,CHIÈVRES,HAINAUT
7950,Tongre-Saint-Martin,Oui,CHIÈVRES,HAINAUT
5140,Tongrinne,Oui,SOMBREFFE,NAMUR
6717,Tontelange,Oui,ATTERT,LUXEMBOURG
6767,Torgny,Oui,ROUVROY,LUXEMBOURG
8820,Torhout,Non,TORHOUT,FLANDRE-OCCIDENTALE
4263,Tourinne,Oui,BRAIVES,LIEGE
1320,Tourinnes-La-Grosse,Oui,BEAUVECHAIN,BRABANT WALLON
1457,Tourinnes-Saint-Lambert,Oui,WALHAIN,BRABANT WALLON
7500,Tournai,Non,TOURNAI,HAINAUT
6840,Tournay,Oui,NEUFCHÂTEAU,LUXEMBOURG
7904,Tourpes,Oui,LEUZE-EN-HAINAUT,HAINAUT
6890,Transinne,Oui,LIBIN,LUXEMBOURG
6183,Trazegnies,Oui,COURCELLES,HAINAUT
5670,Treignes,Oui,VIROINVAL,NAMUR
4670,Trembleur,Oui,BLÉGNY,LIEGE
3120,Tremelo,Non,TREMELO,BRABANT FLAMAND
7100,Trivières,Oui,LA LOUVIÈRE,HAINAUT
4280,Trognée,Oui,HANNUT,LIEGE
4980,Trois-Ponts,Non,TROIS-PONTS,LIEGE
1480,Tubize,Non,TUBIZE,BRABANT WALLON
2300,Turnhout,Non,TURNHOUT,ANVERS
1180,Uccle,Non,UCCLE,BRUXELLES
6833,Ucimont,Oui,BOUILLON,LUXEMBOURG
3631,Uikhoven,Oui,MAASMECHELEN,LIMBOURG
9290,Uitbergen,Oui,BERLARE,FLANDRE-ORIENTALE
8370,Uitkerke,Oui,BLANKENBERGE,FLANDRE-OCCIDENTALE
3832,Ulbeek,Oui,WELLEN,LIMBOURG
1049,Union Européenne - Commission,,Union Européenne - Commission,
1048,Union Européenne - Conseil,,Union Européenne - Conseil,
5310,Upigny,Oui,EGHEZÉE,NAMUR
9910,Ursel,Oui,AALTER,FLANDRE-ORIENTALE
3054,Vaalbeek,Oui,OUD-HEVERLEE,BRABANT FLAMAND
3770,Val-Meer,Oui,RIEMST,LIMBOURG
6741,Vance,Oui,ETALLE,LUXEMBOURG
2431,Varendonk,Oui,LAAKDAL,ANVERS
8490,Varsenare,Oui,JABBEKE,FLANDRE-OCCIDENTALE
5680,Vaucelles,Oui,DOISCHE,NAMUR
7536,Vaulx,Oui,TOURNAI,HAINAUT
6462,Vaulx-Lez-Chimay,Oui,CHIMAY,HAINAUT
6960,Vaux-Chavanne,Oui,MANHAY,LUXEMBOURG
4530,Vaux-Et-Borset,Oui,VILLERS-LE-BOUILLET,LIEGE
6640,Vaux-Lez-Rosières,Oui,VAUX-SUR-SÛRE,LUXEMBOURG
4051,Vaux-Sous-Chèvremont,Oui,CHAUDFONTAINE,LIEGE
6640,Vaux-Sur-Sûre,Non,VAUX-SUR-SÛRE,LUXEMBOURG
3870,Vechmaal,Oui,HEERS,LIMBOURG
5020,Vedrin,Oui,NAMUR,NAMUR
2431,Veerle,Oui,LAAKDAL,ANVERS
5060,Velaine-Sur-Sambre,Oui,SAMBREVILLE,NAMUR
7760,Velaines,Oui,CELLES,HAINAUT
8210,Veldegem,Oui,ZEDELGEM,FLANDRE-OCCIDENTALE
3620,Veldwezelt,Oui,LANAKEN,LIMBOURG
7120,Vellereille-Le-Sec,Oui,ESTINNES,HAINAUT
7120,Vellereille-Les-Brayeux,Oui,ESTINNES,HAINAUT
3806,Velm,Oui,SINT-TRUIDEN,LIMBOURG
4460,Velroux,Oui,GRÂCE-HOLLOGNE,LIEGE
3020,Veltem-Beisem,Oui,HERENT,BRABANT FLAMAND
9620,Velzeke-Ruddershove,Oui,ZOTTEGEM,FLANDRE-ORIENTALE
5575,Vencimont,Oui,GEDINNE,NAMUR
6440,Vergnies,Oui,FROIDCHAPELLE,HAINAUT
4537,Verlaine,Non,VERLAINE,LIEGE
5370,Verlée,Oui,HAVELANGE,NAMUR
9130,Verrebroek,Oui,BEVEREN-WAAS,FLANDRE-ORIENTALE
3370,Vertrijk,Oui,BOUTERSEM,BRABANT FLAMAND
4800,Verviers,Non,VERVIERS,LIEGE
6870,Vesqueville,Oui,SAINT-HUBERT,LUXEMBOURG
3870,Veulen,Oui,HEERS,LIMBOURG
8630,Veurne,Non,VEURNE,FLANDRE-OCCIDENTALE
5300,Vezin,Oui,ANDENNE,NAMUR
7538,Vezon,Oui,TOURNAI,HAINAUT
9500,Viane,Oui,GERAARDSBERGEN,FLANDRE-ORIENTALE
8570,Vichte,Oui,ANZEGEM,FLANDRE-OCCIDENTALE
6690,Vielsalm,Non,VIELSALM,LUXEMBOURG
4317,Viemme,Oui,FAIMES,LIEGE
2240,Viersel,Oui,ZANDHOVEN,ANVERS
4577,Vierset-Barse,Oui,MODAVE,LIEGE
5670,Vierves-Sur-Viroin,Oui,VIROINVAL,NAMUR
6230,Viesville,Oui,PONT-À-CELLES,HAINAUT
1472,Vieux-Genappe,Oui,GENAPPE,BRABANT WALLON
4530,Vieux-Waleffe,Oui,VILLERS-LE-BOUILLET,LIEGE
4190,Vieuxville,Oui,FERRIÈRES,LIEGE
6890,Villance,Oui,LIBIN,LUXEMBOURG
4260,Ville-En-Hesbaye,Oui,BRAIVES,LIEGE
7322,Ville-Pommeroeul,Oui,BERNISSART,HAINAUT
7070,Ville-Sur-Haine,Oui,LE ROEULX,HAINAUT
7334,Villerot,Oui,SAINT-GHISLAIN,HAINAUT
4161,Villers-Aux-Tours,Oui,ANTHISNES,LIEGE
5630,Villers-Deux-Eglises,Oui,CERFONTAINE,NAMUR
6823,Villers-Devant-Orval,Oui,FLORENVILLE,LUXEMBOURG
5600,Villers-En-Fagne,Oui,PHILIPPEVILLE,NAMUR
4340,Villers-L'Evêque,Oui,AWANS,LIEGE
6600,Villers-La-Bonne-Eau,Oui,BASTOGNE,LUXEMBOURG
6769,Villers-La-Loue,Oui,MEIX-DEVANT-VIRTON,LUXEMBOURG
6460,Villers-La-Tour,Oui,CHIMAY,HAINAUT
1495,Villers-La-Ville,Non,VILLERS-LA-VILLE,BRABANT WALLON
4530,Villers-Le-Bouillet,Non,VILLERS-LE-BOUILLET,LIEGE
5600,Villers-Le-Gambon,Oui,PHILIPPEVILLE,NAMUR
4280,Villers-Le-Peuplier,Oui,HANNUT,LIEGE
4550,Villers-Le-Temple,Oui,NANDRIN,LIEGE
5080,Villers-Lez-Heest,Oui,LA BRUYÈRE,NAMUR
7812,Villers-Notre-Dame,Oui,ATH,HAINAUT
6210,Villers-Perwin,Oui,LES BONS VILLERS,HAINAUT
6280,Villers-Poterie,Oui,GERPINNES,HAINAUT
7812,Villers-Saint-Amand,Oui,ATH,HAINAUT
7031,Villers-Saint-Ghislain,Oui,MONS,HAINAUT
4453,Villers-Saint-Siméon,Oui,JUPRELLE,LIEGE
6941,Villers-Sainte-Gertrude,Oui,DURBUY,LUXEMBOURG
5580,Villers-Sur-Lesse,Oui,ROCHEFORT,NAMUR
6740,Villers-Sur-Semois,Oui,ETALLE,LUXEMBOURG
1800,Vilvoorde,Non,VILVOORDE,BRABANT FLAMAND
4520,Vinalmont,Oui,WANZE,LIEGE
9921,Vinderhoute,Oui,LIEVEGEM,FLANDRE-ORIENTALE
8630,Vinkem,Oui,VEURNE,FLANDRE-OCCIDENTALE
9800,Vinkt,Oui,DEINZE,FLANDRE-ORIENTALE
6461,Virelles,Oui,CHIMAY,HAINAUT
1460,Virginal-Samme,Oui,ITTRE,BRABANT WALLON
6760,Virton,Non,VIRTON,LUXEMBOURG
4600,Visé,Non,VISÉ,LIEGE
3300,Vissenaken,Oui,TIENEN,BRABANT FLAMAND
7511,Vitrine Magique,,Vitrine Magique,
5070,Vitrival,Oui,FOSSES-LA-VILLE,NAMUR
4683,Vivegnis,Oui,OUPEYE,LIEGE
6833,Vivy,Oui,BOUILLON,LUXEMBOURG
1011,Vlaams parlement,,Vlaams parlement,
8600,Vladslo,Oui,DIKSMUIDE,FLANDRE-OCCIDENTALE
8908,Vlamertinge,Oui,IEPER,FLANDRE-OCCIDENTALE
9420,Vlekkem,Oui,ERPE-MERE,FLANDRE-ORIENTALE
1602,Vlezenbeek,Oui,SINT-PIETERS-LEEUW,BRABANT FLAMAND
3724,Vliermaal,Oui,KORTESSEM,LIMBOURG
3721,Vliermaalroot,Oui,KORTESSEM,LIMBOURG
9520,Vlierzele,Oui,SINT-LIEVENS-HOUTEM,FLANDRE-ORIENTALE
3770,Vlijtingen,Oui,RIEMST,LIMBOURG
2340,Vlimmeren,Oui,BEERSE,ANVERS
8421,Vlissegem,Oui,DE HAAN,FLANDRE-OCCIDENTALE
5600,Vodecée,Oui,PHILIPPEVILLE,NAMUR
5680,Vodelée,Oui,DOISCHE,NAMUR
5650,Vogenée,Oui,WALCOURT,NAMUR
9700,Volkegem,Oui,OUDENAARDE,FLANDRE-ORIENTALE
1570,Vollezele,Oui,GALMAARDEN,BRABANT FLAMAND
5570,Vonêche,Oui,BEAURAING,NAMUR
9400,Voorde,Oui,NINOVE,FLANDRE-ORIENTALE
8902,Voormezele,Oui,IEPER,FLANDRE-OCCIDENTALE
3840,Voort,Oui,BORGLOON,LIMBOURG
4347,Voroux-Goreux,Oui,FEXHE-LE-HAUT-CLOCHER,LIEGE
4451,Voroux-Lez-Liers,Oui,JUPRELLE,LIEGE
2290,Vorselaar,Non,VORSELAAR,ANVERS
3890,Vorsen,Oui,GINGELOM,LIMBOURG
2430,Vorst,Oui,LAAKDAL,ANVERS
2350,Vosselaar,Non,VOSSELAAR,ANVERS
9850,Vosselare,Oui,DEINZE,FLANDRE-ORIENTALE
3080,Vossem,Oui,TERVUREN,BRABANT FLAMAND
4041,Vottem,Oui,HERSTAL,LIEGE
9120,Vrasene,Oui,BEVEREN-WAAS,FLANDRE-ORIENTALE
2531,Vremde,Oui,BOECHOUT,ANVERS
3700,Vreren,Oui,TONGEREN,LIMBOURG
5550,Vresse-Sur-Semois,Non,VRESSE-SUR-SEMOIS,NAMUR
3770,Vroenhoven,Oui,RIEMST,LIMBOURG
1043,VRT,,VRT,
1818,VTM,,VTM,
3630,Vucht,Oui,MAASMECHELEN,LIMBOURG
9890,Vurste,Oui,GAVERE,FLANDRE-ORIENTALE
4570,Vyle-Et-Tharoul,Oui,MARCHIN,LIEGE
3473,Waanrode,Oui,KORTENAKEN,BRABANT FLAMAND
9506,Waarbeke,Oui,GERAARDSBERGEN,FLANDRE-ORIENTALE
8020,Waardamme,Oui,OOSTKAMP,FLANDRE-OCCIDENTALE
2550,Waarloos,Oui,KONTICH,ANVERS
8581,Waarmaarde,Oui,AVELGEM,FLANDRE-OCCIDENTALE
9950,Waarschoot,Oui,LIEVEGEM,FLANDRE-ORIENTALE
3401,Waasmont,Oui,LANDEN,BRABANT FLAMAND
9250,Waasmunster,Non,WAASMUNSTER,FLANDRE-ORIENTALE
9185,Wachtebeke,Non,WACHTEBEKE,FLANDRE-ORIENTALE
7971,Wadelincourt,Oui,BELOEIL,HAINAUT
6223,Wagnelée,Oui,FLEURUS,HAINAUT
6900,Waha,Oui,MARCHE-EN-FAMENNE,LUXEMBOURG
5377,Waillet,Oui,SOMME-LEUZE,NAMUR
4950,Waimes,Non,WAIMES,LIEGE
8720,Wakken,Oui,DENTERGEM,FLANDRE-OCCIDENTALE
5650,Walcourt,Non,WALCOURT,NAMUR
2800,Walem,Oui,MECHELEN,ANVERS
1457,Walhain-Saint-Paul,Oui,WALHAIN,BRABANT WALLON
4711,Walhorn,Oui,LONTZEN,LIEGE
3401,Walsbets,Oui,LANDEN,BRABANT FLAMAND
3401,Walshoutem,Oui,LANDEN,BRABANT FLAMAND
3740,Waltwilder,Oui,BILZEN,LIMBOURG
1741,Wambeek,Oui,TERNAT,BRABANT FLAMAND
5570,Wancennes,Oui,BEAURAING,NAMUR
4020,Wandre,Oui,LIÈGE,LIEGE
6224,Wanfercée-Baulet,Oui,FLEURUS,HAINAUT
3400,Wange,Oui,LANDEN,BRABANT FLAMAND
6220,Wangenies,Oui,FLEURUS,HAINAUT
5564,Wanlin,Oui,HOUYET,NAMUR
4980,Wanne,Oui,TROIS-PONTS,LIEGE
7861,Wannebecq,Oui,LESSINES,HAINAUT
9772,Wannegem-Lede,Oui,KRUISEM,FLANDRE-ORIENTALE
4280,Wansin,Oui,HANNUT,LIEGE
4520,Wanze,Non,WANZE,LIEGE
9340,Wanzele,Oui,LEDE,FLANDRE-ORIENTALE
7548,Warchin,Oui,TOURNAI,HAINAUT
7740,Warcoing,Oui,PECQ,HAINAUT
6600,Wardin,Oui,BASTOGNE,LUXEMBOURG
8790,Waregem,Non,WAREGEM,FLANDRE-OCCIDENTALE
4300,Waremme,Non,WAREMME,LIEGE
4217,Waret-L'Evêque,Oui,HÉRON,LIEGE
5310,Waret-La-Chaussée,Oui,EGHEZÉE,NAMUR
5080,Warisoulx,Oui,LA BRUYÈRE,NAMUR
5537,Warnant,Oui,ANHÉE,NAMUR
4530,Warnant-Dreye,Oui,VILLERS-LE-BOUILLET,LIEGE
7784,Warneton,Oui,COMINES-WARNETON,HAINAUT
7340,Warquignies,Oui,COLFONTAINE,HAINAUT
4608,Warsage,Oui,DALHEM,LIEGE
4590,Warzée,Oui,OUFFET,LIEGE
7340,Wasmes,Oui,COLFONTAINE,HAINAUT
7604,Wasmes-Audemez-Briffoeil,Oui,PÉRUWELZ,HAINAUT
7390,Wasmuel,Oui,QUAREGNON,HAINAUT
4219,Wasseiges,Non,WASSEIGES,LIEGE
9988,Waterland-Oudeman,Oui,SINT-LAUREINS,FLANDRE-ORIENTALE
1410,Waterloo,Non,WATERLOO,BRABANT WALLON
1170,Watermael-Boitsfort,Non,WATERMAEL-BOITSFORT,BRUXELLES
9988,Watervliet,Oui,SINT-LAUREINS,FLANDRE-ORIENTALE
8978,Watou,Oui,POPERINGE,FLANDRE-OCCIDENTALE
7910,Wattripont,Oui,FRASNES-LEZ-ANVAING,HAINAUT
7131,Waudrez,Oui,BINCHE,HAINAUT
5540,Waulsort,Oui,HASTIÈRE,NAMUR
1440,Wauthier-Braine,Oui,BRAINE-LE-CHÂTEAU,BRABANT WALLON
1300,Wavre,Non,WAVRE,BRABANT WALLON
5580,Wavreille,Oui,ROCHEFORT,NAMUR
6210,Wayaux,Oui,LES BONS VILLERS,HAINAUT
1474,Ways,Oui,GENAPPE,BRABANT WALLON
3290,Webbekom,Oui,DIEST,BRABANT FLAMAND
2275,Wechelderzande,Oui,LILLE,ANVERS
2381,Weelde,Oui,RAVELS,ANVERS
1982,Weerde,Oui,ZEMST,BRABANT FLAMAND
2880,Weert,Oui,BORNEM,ANVERS
4860,Wegnez,Oui,PEPINSTER,LIEGE
5523,Weillen,Oui,ONHAYE,NAMUR
9700,Welden,Oui,OUDENAARDE,FLANDRE-ORIENTALE
4840,Welkenraedt,Non,WELKENRAEDT,LIEGE
9473,Welle,Oui,DENDERLEEUW,FLANDRE-ORIENTALE
3830,Wellen,Non,WELLEN,LIMBOURG
6920,Wellin,Non,WELLIN,LUXEMBOURG
1780,Wemmel,Non,WEMMEL,BRABANT FLAMAND
8420,Wenduine,Oui,DE HAAN,FLANDRE-OCCIDENTALE
5100,Wépion,Oui,NAMUR,NAMUR
4190,Werbomont,Oui,FERRIÈRES,LIEGE
3118,Werchter,Oui,ROTSELAAR,BRABANT FLAMAND
6940,Wéris,Oui,DURBUY,LUXEMBOURG
8610,Werken,Oui,KORTEMARK,FLANDRE-OCCIDENTALE
3730,Werm,Oui,HOESELT,LIMBOURG
8940,Wervik,Non,WERVIK,FLANDRE-OCCIDENTALE
3150,Wespelaar,Oui,HAACHT,BRABANT FLAMAND
8434,Westende,Oui,MIDDELKERKE,FLANDRE-OCCIDENTALE
2260,Westerlo,Non,WESTERLO,ANVERS
8300,Westkapelle,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE
8460,Westkerke,Oui,OUDENBURG,FLANDRE-OCCIDENTALE
2390,Westmalle,Oui,MALLE,ANVERS
2235,Westmeerbeek,Oui,HULSHOUT,ANVERS
8954,Westouter,Oui,HEUVELLAND,FLANDRE-OCCIDENTALE
9230,Westrem,Oui,WETTEREN,FLANDRE-ORIENTALE
8840,Westrozebeke,Oui,STADEN,FLANDRE-OCCIDENTALE
8640,Westvleteren,Oui,VLETEREN,FLANDRE-OCCIDENTALE
9230,Wetteren,Non,WETTEREN,FLANDRE-ORIENTALE
8560,Wevelgem,Non,WEVELGEM,FLANDRE-OCCIDENTALE
7620,Wez-Velvain,Oui,BRUNEHAUT,HAINAUT
3111,Wezemaal,Oui,ROTSELAAR,BRABANT FLAMAND
1970,Wezembeek-Oppem,Non,WEZEMBEEK-OPPEM,BRABANT FLAMAND
3401,Wezeren,Oui,LANDEN,BRABANT FLAMAND
6666,Wibrin,Oui,HOUFFALIZE,LUXEMBOURG
9260,Wichelen,Non,WICHELEN,FLANDRE-ORIENTALE
3700,Widooie,Oui,TONGEREN,LIMBOURG
2222,Wiekevorst,Oui,HEIST-OP-DEN-BERG,ANVERS
8710,Wielsbeke,Non,WIELSBEKE,FLANDRE-OCCIDENTALE
5100,Wierde,Oui,NAMUR,NAMUR
7608,Wiers,Oui,PÉRUWELZ,HAINAUT
5571,Wiesme,Oui,BEAURAING,NAMUR
9280,Wieze,Oui,LEBBEKE,FLANDRE-ORIENTALE
7370,Wihéries,Oui,DOUR,HAINAUT
4452,Wihogne,Oui,JUPRELLE,LIEGE
3990,Wijchmaal,Oui,PEER,LIMBOURG
3850,Wijer,Oui,NIEUWERKERKEN,LIMBOURG
3018,Wijgmaal,Oui,LEUVEN,BRABANT FLAMAND
2110,Wijnegem,Non,WIJNEGEM,ANVERS
3670,Wijshagen,Oui,OUDSBERGEN,LIMBOURG
8953,Wijtschate,Oui,HEUVELLAND,FLANDRE-OCCIDENTALE
3803,Wilderen,Oui,SINT-TRUIDEN,LIMBOURG
7904,Willaupuis,Oui,LEUZE-EN-HAINAUT,HAINAUT
3370,Willebringen,Oui,BOUTERSEM,BRABANT FLAMAND
2830,Willebroek,Non,WILLEBROEK,ANVERS
7506,Willemeau,Oui,TOURNAI,HAINAUT
5575,Willerzie,Oui,GEDINNE,NAMUR
2610,Wilrijk,Oui,ANTWERPEN,ANVERS
3012,Wilsele,Oui,LEUVEN,BRABANT FLAMAND
8431,Wilskerke,Oui,MIDDELKERKE,FLANDRE-OCCIDENTALE
3501,Wimmertingen,Oui,HASSELT,LIMBOURG
5570,Winenne,Oui,BEAURAING,NAMUR
